no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g4254	10	10	10	271.232207443877	338.33321212128	49744.7607780607	8.20805477450307	8.27558635517458	0.722748370469867
g4256	1	0	0	0	0.387026528305994	1.4978953361259	3.6491789472175	3.72831202440888	0.062620439057764
g4257	3	0	0	0	0.253695334063874	0.188641095504076	3.6491789472175	3.75986620433051	0.0328668047925954
g4258	10	4	4	4.73639070489127	32.3872318532228	3055.59209051573	4.52189447023115	5.1851237061045	1.36723545528227
g4259	3	1	0	0	1.24433048159397	8.04391893115655	3.6491789472175	3.87108740841146	0.16475752561734
g4260	5	2	2	0.808629897989786	133.639401725247	81658.6821880882	3.9067949033751	4.97184670875889	5.55090291045706
g4261	5	1	0	0.263881448660667	1.02865208053522	2.77958201871972	3.79686841533923	3.91607311479042	0.106297228542702
g4264	10	10	10	159.566016301347	172.31148590645	2178.38221807137	7.52200602916759	7.58615305606142	0.0990755601461973
g4265	10	10	10	61.2158804820001	67.7459604319324	653.718927334421	6.39991277717655	6.46203834420974	0.137081172297618
g4267	10	10	10	105.685941783081	125.398707472476	2764.90216582793	7.00944893420976	7.15121115871112	0.213488665057131
g4269	5	0	0	0.447710674925327	1.00508518777132	1.79401727682907	3.84131947977252	3.92538885008789	0.0973856333902523
g4270	10	9	7	13.1323186622591	26.9073684355233	1161.70837895203	5.06728808102281	5.3202744146274	0.668605894332887
g4271	6	2	2	0.909875859681052	6.23146988011597	139.193115312312	4.03647113994869	4.25358347671941	0.589839177265635
g4272	10	10	10	95.6366916856075	109.517586888607	4241.72536615669	6.89649451918955	6.90261519341693	0.499075773354076
g4273	3	0	0	0	0.368012754598993	0.371739549257589	3.6491789472175	3.78322432420416	0.047303385818153
g4274	10	10	10	151.058259583208	155.172127063796	576.624599869412	7.4529458894093	7.47513642994297	0.0373663651314163
g4275	10	5	3	5.31938784923351	7.02039889501177	28.0008372798713	4.57225284204418	4.63498289902908	0.13384854620287
g4276	10	5	3	5.31938784923351	7.02039889501177	28.0008372798713	4.57225284204418	4.63498289902908	0.13384854620287
g4277	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066185
g4278	1	1	1	0	1.54810611322398	23.9663253780144	3.6491789472175	3.80216692504777	0.23405321360594
g4279	10	9	7	14.7892042005757	29.2040426812101	811.82296190052	5.14302924295925	5.43297659336342	0.663275463472878
g4280	10	10	10	275.578704181744	313.010228781574	56445.1891976103	8.22230068826379	8.01338790617678	1.37976252510453
g4282	10	10	9	23.4951840909599	102.838843929574	60897.5833373184	5.49331974460279	5.87213633138716	2.03290863018156
g4283	10	10	9	82.8447887675995	112.830838756687	9776.30233234961	6.6887533949504	6.67252248741625	1.43539871312789
g4284	10	10	10	1198.79468943013	1084.38874408715	383514.321557111	10.2538497254945	9.85175502474635	0.968886609976443
g4285	10	10	10	345.362348179126	607.700072813453	344271.6264018	8.53028820899816	8.90135928281499	1.06811561002735
g4286	10	10	10	242.300961863753	244.063222755414	10684.3507763837	8.05928853908424	7.96587238982963	0.350045873346755
g4287	10	7	4	8.48480916919399	10.7268006353195	92.4469384340662	4.80327285027626	4.81550039864677	0.269846639184659
g4288	10	10	10	217.936689476401	236.901868686756	5731.98860633868	7.92105711212715	7.98515861722575	0.130274290187067
g4289	10	8	8	111.056915103458	132.279136018359	18533.030827918	7.07246303950924	6.68683082689194	2.23143794203074
g4290	10	10	10	79.4770084376623	87.51363958638	4569.93329381432	6.68472566189856	6.58596135199588	0.634416333465232
g4291	8	8	8	29.091204135394	334.347360647924	573430.838871658	5.65024011568104	6.25370553109826	5.80389734568973
g4292	6	6	6	15.1954156298819	93.4761477704579	57671.4845644569	5.16501479933999	5.21986103423609	3.56410928715477
g4293	3	2	2	0	13.9020152776226	882.660392053715	3.6491789472175	4.26520631006675	1.43062027373362
g4294	6	2	0	2.18887329177989	2.4016446905607	5.62077668992345	4.24597531973646	4.12290691026118	0.180728183425541
g4295	2	0	0	0	0.223172969336037	0.228106075783109	3.6491789472175	3.73464684345256	0.032712395343224
g4296	10	10	10	35.1106104355009	50.843236635845	1583.20794627152	5.83847154401597	5.99145040920162	0.637307419098867
g4297	3	2	2	0	3.4107366362756	48.4490831179506	3.6491789472175	4.00353795261845	0.431409770682991
g4299	2	2	2	0	5.89013758831689	175.418816993393	3.6491789472175	4.04970798167681	0.732589493039398
g4300	10	10	10	65.0861745570579	69.5120287622637	722.701009059394	6.45836185392819	6.48486560949558	0.156470913793049
g4301	10	10	10	406.6458092602	395.887826165491	36897.6869612804	8.75235426534564	8.55859791852682	0.563601278688335
g4302	10	10	10	406.6458092602	395.887826165491	36897.6869612804	8.75235426534564	8.55859791852682	0.563601278688335
g4303	4	0	0	0	0.683112623180913	1.16070894275833	3.6491789472175	3.85366272250024	0.0776582736581033
g4304	10	10	10	58.8793149011178	79.2463360446485	3865.63126036872	6.355889783908	6.4018404559735	0.910867440521519
g4305	10	10	10	88.7932048251466	92.0776536956877	3196.86123542583	6.80893956993578	6.69381550997856	0.516323226609357
g4306	10	10	10	828.585466259766	844.04603488527	13682.5148538651	9.73695345123019	9.75211330599977	0.0342791222583097
g4307	9	4	3	4.54582531769366	127.457268351938	68448.5067317009	4.50495999886368	5.36220144579759	4.50983187947304
g4308	5	1	0	0.447710674925327	1.52210901047639	3.97405700929161	3.84131947977252	3.98618295377116	0.147475794674874
g4310	10	9	8	66.1028116830694	126.792885246904	16853.0741807191	6.48067001515472	6.63756802326004	2.13051466851492
g4313	10	9	8	35.6154702816963	33.9713434663246	419.879207471706	5.85780645228882	5.67941288367809	0.421577486080238
g4314	10	10	10	76.2875996999169	101.979888178155	3004.82460096238	6.64011350893102	6.84666244060808	0.405402902787306
g4315	10	10	10	124.70613188033	145.483853804741	4040.44152086214	7.21663718268103	7.32384788610887	0.247476051946326
g4317	10	10	10	168.559961377987	153.876514556889	2883.34758185448	7.58749017582098	7.4096371502171	0.22247357763619
g4319	7	2	1	1.91108026642656	3.4505127060578	19.3761322851073	4.2079425071636	4.22031365236739	0.241275481826588
g4321	10	10	10	179.765329011383	218.233847440956	6698.80266585967	7.67160235427138	7.85587800898677	0.202345965222809
g4322	10	9	8	17.5062710603878	16.2036653034152	42.655131664158	5.26685623012663	5.17094584634975	0.107289047681129
g4323	10	10	10	36.5983344072432	52.0157981163504	1945.37870741074	5.87714370400184	6.01259369659041	0.617914049289267
g4324	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4327	1	0	0	0	0.0527762897321334	0.0278533675789009	3.6491789472175	3.67871684084185	0.00872487159763146
g4331	4	0	0	0	0.538932349662122	0.516211912829783	3.6491789472175	3.83643626047029	0.0594690702510567
g4332	10	10	10	1468.54676349485	1809.33071056759	751502.694913652	10.5339347037718	10.7117035936323	0.391757766999373
g4333	10	10	10	634.212322321996	659.005916357021	30868.9059287151	9.36387482879443	9.37228959711466	0.151038409438868
g4334	10	3	0	4.73316163703638	4.40305682636107	1.84590603779558	4.52186069022991	4.47991644064942	0.0203266883968371
g4335	9	7	3	7.31822982053419	10.2948464360068	91.9952203991483	4.72580013051504	4.76457204560361	0.32934822804473
g4336	10	9	9	96.5964190001189	91.4575765689713	3007.72240749992	6.91106053064119	6.57670895522904	1.14094317999519
g4338	6	1	0	0.77468394838814	1.30535716649434	4.77417505362647	4.00675165222036	3.97242160036596	0.117642148993637
g4339	10	9	9	361.559238398	456.603229535421	181352.811744323	8.57801868327024	8.10270741662472	3.69018022871026
g4340	10	9	8	62.7090369759415	62.0458824083691	1967.04206248119	6.42161777986723	6.15127826530402	0.920938278860762
g4341	2	0	0	0	0.260653029341844	0.33891924371947	3.6491789472175	3.74058797838142	0.0383126294362891
g4342	4	0	0	0	0.424634042801322	0.346356605626418	3.6491789472175	3.81475492709134	0.0472164884312944
g4343	10	8	4	9.60164546383072	11.4193319422924	59.4519611696372	4.87412292643768	4.88946837526366	0.206548604515236
g4345	10	10	8	14.4135190456915	14.9444211815311	37.1120002199915	5.12955578705003	5.12233670589402	0.0801043829052236
g4346	3	0	0	0	0.629712543773569	1.36332449732269	3.6491789472175	3.82026732824819	0.0816240753200229
g4347	10	6	2	5.39158721237286	6.38736961840772	17.3397315167528	4.57848223742644	4.60913127389122	0.0912987581967191
g4348	6	1	1	1.75097582163455	2.27844366667461	12.8048761590371	4.1850199271316	4.08131279653477	0.194032448168765
g4349	4	1	0	0	1.37636223401925	4.35589605961141	3.6491789472175	3.93684464556812	0.154967435870644
g4351	3	0	0	0	0.313952698990343	0.345457376681043	3.6491789472175	3.76995141701442	0.0411705597073979
g4352	10	7	5	10.5835461172305	13.1276604969926	105.736247149764	4.92597649441993	4.94842695847709	0.280874148402146
g4353	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066186
g4354	8	3	3	3.40114001697198	5.5211597983993	33.9026047208963	4.38636625796864	4.42014519607821	0.291708896110203
g4355	7	2	0	0.918531307762191	2.33538364867562	8.85060876706808	4.03832673774527	4.11769440835263	0.171303860609853
g4356	7	2	0	2.61622431657573	2.81550284556388	7.15537383055652	4.29138244797684	4.1933341546742	0.173417009863532
g4357	1	0	0	0	0.0527762897321334	0.0278533675789009	3.6491789472175	3.67871684084185	0.00872487159763146
g4358	4	0	0	0	0.811497941363857	2.15314268276505	3.6491789472175	3.86466832678112	0.0949384727262675
g4359	1	0	0	0	0.249446405221232	0.622235090777953	3.6491789472175	3.71298663768349	0.040714213626029
g4360	3	1	0	0	1.11198818121365	4.79494758453986	3.6491789472175	3.86666090745811	0.145985069914585
g4361	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4362	5	3	2	0.439052405199552	4.02086637875366	39.1610909875283	3.83946331103728	4.15553356238162	0.401498652604063
g4363	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4367	4	0	0	0	0.479575310978342	0.641534138487025	3.6491789472175	3.81900951058279	0.0553856825740198
g4368	2	0	0	0	0.20091904433174	0.184351642805965	3.6491789472175	3.73032831070617	0.0294685582314341
g4369	6	3	0	2.23887184088912	3.03259451179409	11.1186835166803	4.23026671505807	4.1663117471589	0.239933052369715
g4371	3	0	0	0	0.339663531699121	0.346090850768747	3.6491789472175	3.77704222053139	0.0439292734191077
g4373	2	0	0	0	0.198512398893762	0.180908505861903	3.6491789472175	3.72979908112134	0.0291249739207551
g4375	5	0	0	0.415744008702054	0.574645709334512	0.424260937042706	3.83437184613013	3.86458271973717	0.0535100744163252
g4376	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066185
g4377	9	7	4	8.39004133869187	47.2951356756248	8460.06352621476	4.79353601182467	5.19478155097557	2.12991146501565
g4378	8	3	2	1.9971670603164	8.60228086994295	187.325425723105	4.22079580408808	4.48267350106227	0.591539328155271
g4379	2	0	0	0	0.234561422232931	0.247585805156409	3.6491789472175	3.73694596333663	0.0343416674623855
g4380	8	3	2	1.32581548532443	3.49686447442168	19.7677193484526	4.1096533137986	4.2354306814497	0.229483151602509
g4381	6	1	0	0.898597868728811	1.66517148856689	7.40542328818133	4.03402525202703	4.01343441616067	0.148839779826817
g4383	1	0	0	0	0.115363597153351	0.133087595481607	3.6491789472175	3.69276050133881	0.0189935185962876
g4386	7	2	0	1.50323646956799	2.55739977476615	7.68605148669614	4.13517841645406	4.15256084164067	0.174381648126394
g4388	1	0	0	0	0.0941641265673729	0.0886688273219621	3.6491789472175	3.68858039881205	0.0155247438775776
g4390	1	0	0	0	0.0895421349850653	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g4391	10	10	10	122.841910389427	126.086121713008	1051.50959337342	7.19822170350715	7.20071389055617	0.0908176454255323
g4392	10	10	8	22.2521078870159	20.1509751757872	94.7406450751842	5.44589572546997	5.30753102571508	0.183678313260764
g4393	9	3	1	3.34759454004056	4.28463235455091	12.5097533813094	4.38399985573596	4.39378898197161	0.140467827106538
g4394	3	0	0	0	0.470068829203303	0.601402080020898	3.6491789472175	3.80061453947394	0.0602495581436604
g4395	5	0	0	0.576817985766756	0.828376554243788	0.914946173645037	3.86708671782406	3.90690130928707	0.0770831600403096
g4396	10	8	5	17.0876310713932	23.5691154266788	363.616425546943	5.18390824067012	5.31117036868429	0.513006433676101
g4397	8	7	3	7.4123795613965	18.88777214	822.7740099152	4.73182206006409	4.89876634428127	0.965847870206016
g4398	3	0	0	0	0.531374488220301	0.862025950926991	3.6491789472175	3.80778255946429	0.0687305378692744
g4399	5	1	0	0.831488017404108	1.65397049340226	4.09567731275574	3.91037190313037	4.00719795279706	0.154935680254839
g4400	5	1	0	0.263881448660667	1.61009263267993	6.87204793600212	3.79686841533923	3.97801734990362	0.166605008134728
g4401	10	10	10	470.988899691517	478.479078274804	25107.8540307008	8.95299101143862	8.90508919734342	0.236016117739043
g4403	1	0	0	0	0.0831488017404108	0.0691372323086614	3.6491789472175	3.68621752700003	0.0137185639230644
g4407	9	8	3	6.39048650036364	7.51312419120685	23.3743938506631	4.65790236264335	4.64833461368809	0.19118460375513
g4408	10	10	10	27.1294842639839	27.5341661764956	79.2591585663662	5.61246719571937	5.59740345824389	0.0882150638000637
g4409	10	7	4	7.60820059833911	9.91498785644844	45.4918909596707	4.73757464191034	4.8093155598867	0.186051236020997
g4411	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g4412	10	6	3	5.4996464458782	7.90284753788531	27.0197859102281	4.58733657097717	4.71462614134137	0.102209282467133
g4419	8	3	1	2.5589010616533	3.53421536866961	12.1575770663841	4.28937556669452	4.28107582695903	0.181355891532556
g4421	10	10	8	22.0911855352704	36.884229746376	1239.80347479597	5.44528879759234	5.6612836140721	0.614561893349282
g4422	3	0	0	0	0.587568462396865	1.3026324464998	3.6491789472175	3.81213019153687	0.0770019987072008
g4423	10	10	9	249.320387198106	182.490362600692	19114.0729144056	8.09569642649139	7.17695522880963	2.08570852730825
g4424	10	10	9	249.320387198106	182.490362600692	19114.0729144056	8.09569642649139	7.17695522880963	2.08570852730825
g4425	4	2	1	0	2.83229786930946	25.8717138622497	3.6491789472175	4.03593985770036	0.321952191932981
g4426	9	9	8	39.2396591790105	39.8199994461309	722.35290729555	5.9435203355176	5.72165146110487	0.863854544659417
g4427	8	2	2	3.36169674196152	6.22668314590059	77.8258225808955	4.38786884969112	4.41048444307262	0.394790881625631
g4429	5	0	0	0.415744008702054	0.748704067167311	0.974389801392388	3.83437184613013	3.88948977895341	0.0721246799613967
g4434	10	9	4	8.86325301195568	11.305372151964	48.0545676301893	4.82795323558248	4.90303943092168	0.159680428385769
g4435	10	10	10	336.067212632323	387.195946932205	75806.3458257533	8.49314726036378	8.42725007190836	0.849432170333946
g4436	3	1	1	0	3.45445519050456	85.9532519519686	3.6491789472175	3.97882001031471	0.431579934899525
g4438	1	1	0	0	0.597847107381052	3.57421163803891	3.6491789472175	3.74689013349762	0.0954747592426842
g4439	9	8	7	14.9220045143479	18.4187025240895	224.03298891366	5.15345497082877	5.09686115166694	0.573593940193858
g4440	10	6	5	9.41934013507592	11.0115855625031	84.5578782781032	4.85057157663597	4.82414150645825	0.297030576200186
g4441	2	0	0	0	0.175097582163455	0.136351246129212	3.6491789472175	3.72517486309586	0.0256724638629313
g4442	3	0	0	0	0.357032502053546	0.410597421658707	3.6491789472175	3.77933692040519	0.0463896153738358
g4443	8	1	0	1.5559387822161	2.08557324271491	3.47831120753677	4.15454903255085	4.14578250490883	0.101651732518326
g4445	6	0	0	0.854796413901606	0.866678204042815	0.762601635506705	4.0246562099499	3.9359111983328	0.0666772748336299
g4448	5	1	0	0.263881448660667	1.37303432681099	5.95834958797672	3.79686841533923	3.94813881364268	0.145498291877265
g4450	3	0	0	0	0.795945151058184	2.35874951420121	3.6491789472175	3.83749567457769	0.104071180968272
g4451	8	8	6	12.8140370273526	14.7141680146103	193.927590967902	5.05133056909468	4.90473833178366	0.602224281035811
g4455	3	0	0	0	0.333426451359855	0.325424882821623	3.6491789472175	3.7761596718923	0.0430566661644265
g4459	2	0	0	0	0.200919042676064	0.184351636152828	3.6491789472175	3.73032831054242	0.0294685579637268
g4464	1	0	0	0	0.188328253134746	0.354675309287849	3.6491789472175	3.70473053125531	0.0308597848910956
g4465	4	2	2	0	2.61945073761441	25.1365141500413	3.6491789472175	4.00464528701674	0.31039507159226
g4468	7	0	0	2.04905732138417	1.96198866722643	2.39646023350331	4.22713389586443	4.11588389287062	0.11252655356528
g4470	5	0	0	0.427777235891946	1.27547888688765	3.06441302600471	3.83701799405427	3.95599216608233	0.125359803953408
g4471	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g4473	10	5	3	6.39725265413325	7.07561410492871	37.0947945275983	4.6490287521427	4.60873852906623	0.192530530719109
g4477	7	1	0	0.875487910817273	1.2151915520935	3.12266705979544	4.02915852660929	3.99013043041796	0.0898521498152241
